metric,t-stat,p-val,model_1,model_2,p-val-corrected,significance
train_spearmanr,56.68578026506358,1.7764077509150594e-50,Linear Regression,XGBoost,3.730456276921625e-49,****
train_spearmanr,56.68578026506358,1.7764077509150594e-50,Linear Regression,AutoGluon,3.730456276921625e-49,****
train_spearmanr,-4.055134971052391,0.00017905973371422148,Ridge Regression,SVM-linear,0.003760254407998651,**
train_spearmanr,-3.522434690018327,0.0009361597341442554,Ridge Regression,SVM-rbf,0.019659354417029363,*
train_spearmanr,-23.39555982890171,3.0371733585831083e-28,Ridge Regression,Random Forest,6.378064053024528e-27,****
train_spearmanr,56.681280752445524,1.7840514870452582e-50,Ridge Regression,XGBoost,3.746508122795042e-49,****
train_spearmanr,56.681280752445524,1.7840514870452582e-50,Ridge Regression,AutoGluon,3.746508122795042e-49,****
train_spearmanr,-2.287684081283132,0.02651072211012917,SVM-linear,SVM-rbf,0.5567251643127126,ns
train_spearmanr,-23.00271670432031,6.506455296100275e-28,SVM-linear,Random Forest,1.3663556121810578e-26,****
train_spearmanr,58.16017261759101,4.426858735031842e-51,SVM-linear,XGBoost,9.296403343566868e-50,****
train_spearmanr,58.16017261759101,4.426858735031842e-51,SVM-linear,AutoGluon,9.296403343566868e-50,****
train_spearmanr,-20.77854921948889,6.023262009631875e-26,SVM-rbf,Random Forest,1.2648850220226936e-24,****
train_spearmanr,54.80024191712232,1.1060373008658482e-49,SVM-rbf,XGBoost,2.322678331818281e-48,****
train_spearmanr,54.80024191712232,1.1060373008658482e-49,SVM-rbf,AutoGluon,2.322678331818281e-48,****
train_spearmanr,84.25743330607851,7.775956314635582e-60,Random Forest,XGBoost,1.6329508260734723e-58,****
train_spearmanr,84.25743330607851,7.775956314635582e-60,Random Forest,AutoGluon,1.6329508260734723e-58,****
train_spearmanr,,,XGBoost,AutoGluon,,ns
